lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L916,Proposal,E916,Meeting,2023-02-08 04:00:00,Replied,1,83,18,14,1,Negative,0.57,Call
L917,New,E917,Call,2023-02-08 05:00:00,No-show,8,82,5,7,6,Positive,0.48,Call
L918,Proposal,E918,Meeting,2023-02-08 06:00:00,No-show,1,50,7,0,5,Neutral,0.11,Email
L919,Proposal,E919,Demo,2023-02-08 07:00:00,Opened,8,117,21,17,6,Positive,0.84,Email
L920,Proposal,E920,Meeting,2023-02-08 08:00:00,No-show,9,95,12,12,7,Neutral,0.75,Close
L921,Qualified,E921,Email,2023-02-08 09:00:00,No-show,5,33,11,0,3,Negative,0.06,Email
L922,Qualified,E922,Email,2023-02-08 10:00:00,Opened,8,111,29,4,0,Neutral,0.21,Wait
L923,Qualified,E923,Meeting,2023-02-08 11:00:00,Opened,8,18,9,17,7,Positive,0.56,Wait
L924,Proposal,E924,Demo,2023-02-08 12:00:00,No-show,2,57,2,15,7,Negative,0.68,Email
L925,Qualified,E925,Call,2023-02-08 13:00:00,Replied,0,103,3,9,2,Neutral,0.14,Email
L926,Qualified,E926,Demo,2023-02-08 14:00:00,No-show,0,16,0,3,2,Neutral,0.24,Wait
L927,New,E927,Call,2023-02-08 15:00:00,No-show,2,80,12,0,4,Neutral,0.19,Call
L928,Qualified,E928,Email,2023-02-08 16:00:00,Replied,4,111,23,7,2,Neutral,0.22,Close
L929,Qualified,E929,Demo,2023-02-08 17:00:00,Replied,12,38,3,4,4,Negative,0.92,Close
L930,Proposal,E930,Call,2023-02-08 18:00:00,Opened,2,41,21,1,7,Negative,0.72,Call
L931,Proposal,E931,Meeting,2023-02-08 19:00:00,Opened,11,7,10,16,0,Neutral,0.74,Close
L932,Proposal,E932,Email,2023-02-08 20:00:00,No-show,8,78,18,6,1,Negative,0.79,Email
L933,Proposal,E933,Meeting,2023-02-08 21:00:00,Replied,8,107,10,16,1,Positive,0.36,Email
L934,Proposal,E934,Email,2023-02-08 22:00:00,Opened,2,53,11,5,3,Negative,0.77,Email
L935,Proposal,E935,Demo,2023-02-08 23:00:00,No-show,2,63,10,14,8,Positive,0.98,Close
L936,Qualified,E936,Demo,2023-02-09 00:00:00,Replied,11,112,5,4,1,Positive,0.7,Call
L937,Proposal,E937,Email,2023-02-09 01:00:00,No-show,13,89,11,14,8,Negative,0.42,Email
L938,Proposal,E938,Email,2023-02-09 02:00:00,Opened,4,32,26,17,6,Neutral,0.72,Call
L939,New,E939,Email,2023-02-09 03:00:00,Opened,1,38,8,17,9,Negative,0.9,Wait
L940,Qualified,E940,Demo,2023-02-09 04:00:00,Replied,5,22,24,5,7,Positive,0.13,Wait
L941,Qualified,E941,Call,2023-02-09 05:00:00,No-show,6,16,9,1,0,Positive,0.27,Wait
L942,Qualified,E942,Meeting,2023-02-09 06:00:00,Replied,12,52,2,16,4,Negative,0.92,Close
L943,Proposal,E943,Meeting,2023-02-09 07:00:00,Opened,8,29,2,3,8,Positive,0.95,Close
L944,Proposal,E944,Demo,2023-02-09 08:00:00,Opened,14,16,19,11,3,Negative,0.48,Email
L945,Proposal,E945,Meeting,2023-02-09 09:00:00,No-show,5,76,27,18,1,Negative,0.37,Wait
L946,New,E946,Email,2023-02-09 10:00:00,No-show,2,17,22,1,5,Neutral,0.28,Call
L947,Proposal,E947,Call,2023-02-09 11:00:00,No-show,11,101,15,1,1,Positive,0.5,Close
L948,New,E948,Meeting,2023-02-09 12:00:00,Replied,4,64,2,13,2,Negative,0.93,Call
L949,Qualified,E949,Call,2023-02-09 13:00:00,No-show,3,91,9,14,7,Positive,0.15,Call
L950,Proposal,E950,Email,2023-02-09 14:00:00,No-show,14,89,23,19,2,Negative,0.42,Email
L951,New,E951,Meeting,2023-02-09 15:00:00,Opened,4,13,10,1,1,Negative,0.91,Email
L952,New,E952,Demo,2023-02-09 16:00:00,Opened,7,72,7,3,5,Neutral,0.35,Call
L953,Proposal,E953,Call,2023-02-09 17:00:00,No-show,7,56,5,18,2,Negative,0.77,Call
L954,Qualified,E954,Email,2023-02-09 18:00:00,No-show,5,5,19,8,0,Neutral,0.39,Call
L955,Qualified,E955,Call,2023-02-09 19:00:00,Opened,0,12,10,6,2,Positive,0.8,Call
L956,Qualified,E956,Meeting,2023-02-09 20:00:00,No-show,7,41,27,12,5,Neutral,0.98,Wait
L957,New,E957,Meeting,2023-02-09 21:00:00,Replied,7,3,26,11,2,Neutral,0.39,Call
L958,New,E958,Demo,2023-02-09 22:00:00,Replied,1,99,20,2,8,Positive,0.85,Close
L959,New,E959,Email,2023-02-09 23:00:00,Replied,3,33,11,12,6,Neutral,0.99,Email
L960,New,E960,Email,2023-02-10 00:00:00,No-show,11,86,15,14,4,Neutral,0.98,Close
L961,Qualified,E961,Demo,2023-02-10 01:00:00,Opened,1,50,17,13,1,Negative,0.43,Email
L962,Proposal,E962,Demo,2023-02-10 02:00:00,No-show,3,56,12,8,8,Neutral,0.49,Email
L963,New,E963,Email,2023-02-10 03:00:00,No-show,11,108,21,12,4,Negative,0.3,Email
L964,New,E964,Call,2023-02-10 04:00:00,Opened,12,9,2,3,6,Neutral,0.31,Close
L965,Qualified,E965,Call,2023-02-10 05:00:00,Opened,12,105,14,7,8,Positive,0.49,Email
L966,Proposal,E966,Demo,2023-02-10 06:00:00,Opened,9,82,21,2,3,Positive,0.2,Call
L967,Proposal,E967,Call,2023-02-10 07:00:00,Replied,6,50,27,1,8,Neutral,0.71,Call
L968,Qualified,E968,Email,2023-02-10 08:00:00,No-show,8,29,20,18,0,Negative,0.54,Wait
L969,Qualified,E969,Meeting,2023-02-10 09:00:00,Opened,13,39,13,7,5,Neutral,0.9,Wait
L970,Proposal,E970,Meeting,2023-02-10 10:00:00,No-show,13,91,17,16,1,Negative,0.81,Wait
L971,New,E971,Call,2023-02-10 11:00:00,Replied,7,100,27,12,7,Neutral,0.32,Call
L972,Proposal,E972,Demo,2023-02-10 12:00:00,Replied,14,45,28,6,4,Positive,0.51,Close
L973,Qualified,E973,Demo,2023-02-10 13:00:00,Opened,11,17,13,8,2,Positive,0.75,Wait
L974,New,E974,Demo,2023-02-10 14:00:00,Opened,8,56,4,11,1,Negative,0.19,Call
L975,New,E975,Demo,2023-02-10 15:00:00,No-show,7,98,20,13,7,Neutral,0.03,Email
L976,Qualified,E976,Demo,2023-02-10 16:00:00,Opened,1,46,13,13,6,Negative,0.85,Close
L977,Qualified,E977,Call,2023-02-10 17:00:00,No-show,6,67,24,14,8,Positive,0.14,Close
L978,Qualified,E978,Meeting,2023-02-10 18:00:00,Opened,1,69,26,2,7,Negative,0.89,Call
L979,Proposal,E979,Meeting,2023-02-10 19:00:00,No-show,12,14,7,14,3,Neutral,0.91,Call
L980,Proposal,E980,Call,2023-02-10 20:00:00,No-show,11,67,27,18,1,Negative,0.46,Email
L981,New,E981,Demo,2023-02-10 21:00:00,No-show,10,23,27,19,1,Neutral,0.81,Email
L982,Qualified,E982,Call,2023-02-10 22:00:00,No-show,1,103,22,13,1,Neutral,0.36,Email
L983,New,E983,Meeting,2023-02-10 23:00:00,Replied,14,94,14,7,5,Positive,0.86,Close
L984,New,E984,Email,2023-02-11 00:00:00,No-show,3,114,27,4,6,Neutral,0.82,Close
L985,New,E985,Call,2023-02-11 01:00:00,Opened,0,109,28,18,5,Neutral,0.08,Wait
L986,New,E986,Demo,2023-02-11 02:00:00,Replied,14,61,14,3,1,Neutral,0.58,Wait
L987,Qualified,E987,Meeting,2023-02-11 03:00:00,Replied,4,23,29,13,3,Negative,0.64,Wait
L988,New,E988,Meeting,2023-02-11 04:00:00,No-show,5,27,18,15,2,Positive,0.0,Close
L989,Qualified,E989,Meeting,2023-02-11 05:00:00,Replied,8,54,25,19,3,Negative,0.98,Email
L990,Qualified,E990,Meeting,2023-02-11 06:00:00,No-show,9,10,19,5,4,Negative,0.41,Wait
L991,Proposal,E991,Demo,2023-02-11 07:00:00,Opened,7,89,5,5,6,Positive,0.52,Email
L992,Qualified,E992,Email,2023-02-11 08:00:00,No-show,1,77,18,2,8,Negative,0.19,Email
L993,Proposal,E993,Meeting,2023-02-11 09:00:00,Replied,0,16,26,14,1,Negative,0.61,Email
L994,Qualified,E994,Call,2023-02-11 10:00:00,Opened,1,41,24,2,7,Neutral,0.81,Wait
L995,Qualified,E995,Email,2023-02-11 11:00:00,No-show,6,98,7,10,2,Negative,0.59,Wait
L996,Qualified,E996,Meeting,2023-02-11 12:00:00,Opened,3,55,5,2,8,Positive,0.79,Email
L997,Proposal,E997,Email,2023-02-11 13:00:00,Opened,9,101,19,9,9,Negative,0.73,Wait
L998,Proposal,E998,Call,2023-02-11 14:00:00,Replied,4,61,22,17,3,Neutral,0.24,Call
L999,New,E999,Meeting,2023-02-11 15:00:00,Opened,11,86,28,0,2,Negative,0.44,Wait
L1000,Proposal,E1000,Call,2023-02-11 16:00:00,Replied,6,81,14,15,9,Positive,0.15,Email
L1001,Proposal,E1001,Demo,2023-02-11 17:00:00,Opened,2,87,26,15,5,Neutral,0.04,Email
L1002,Proposal,E1002,Meeting,2023-02-11 18:00:00,No-show,9,118,2,9,9,Negative,0.06,Close
L1003,Proposal,E1003,Meeting,2023-02-11 19:00:00,Opened,1,100,9,0,8,Positive,0.94,Close
L1004,New,E1004,Meeting,2023-02-11 20:00:00,No-show,12,49,14,3,6,Positive,0.98,Email
L1005,Proposal,E1005,Meeting,2023-02-11 21:00:00,No-show,6,73,23,2,3,Negative,0.09,Call
L1006,Qualified,E1006,Demo,2023-02-11 22:00:00,Opened,4,52,15,4,2,Negative,0.34,Close
L1007,Qualified,E1007,Meeting,2023-02-11 23:00:00,No-show,13,2,16,11,9,Neutral,0.11,Email
L1008,Proposal,E1008,Email,2023-02-12 00:00:00,Opened,14,96,18,11,3,Negative,0.83,Close
L1009,Proposal,E1009,Meeting,2023-02-12 01:00:00,Opened,0,50,10,12,2,Neutral,0.5,Close
L1010,Qualified,E1010,Demo,2023-02-12 02:00:00,No-show,0,117,15,11,2,Negative,0.62,Email
L1011,Qualified,E1011,Meeting,2023-02-12 03:00:00,No-show,8,86,4,15,8,Positive,0.54,Wait
L1012,New,E1012,Email,2023-02-12 04:00:00,Replied,4,43,4,12,3,Positive,0.71,Call
L1013,Qualified,E1013,Demo,2023-02-12 05:00:00,No-show,0,77,25,4,8,Positive,0.32,Wait
L1014,Qualified,E1014,Demo,2023-02-12 06:00:00,Replied,6,8,13,3,9,Positive,0.14,Email
L1015,Proposal,E1015,Email,2023-02-12 07:00:00,No-show,8,59,17,14,4,Neutral,0.02,Email
L1016,Qualified,E1016,Email,2023-02-12 08:00:00,Opened,10,65,25,11,6,Positive,0.45,Call
L1017,New,E1017,Email,2023-02-12 09:00:00,No-show,0,81,7,18,4,Neutral,0.91,Email
L1018,Qualified,E1018,Email,2023-02-12 10:00:00,Opened,9,12,4,18,0,Neutral,0.31,Close
L1019,Proposal,E1019,Email,2023-02-12 11:00:00,Opened,13,4,6,10,1,Neutral,0.2,Call
L1020,Proposal,E1020,Demo,2023-02-12 12:00:00,Opened,12,117,15,5,4,Negative,0.93,Wait
L1021,Qualified,E1021,Demo,2023-02-12 13:00:00,Replied,3,77,22,8,5,Neutral,0.11,Call
L1022,Proposal,E1022,Meeting,2023-02-12 14:00:00,No-show,13,95,13,0,6,Negative,0.05,Wait
L1023,New,E1023,Meeting,2023-02-12 15:00:00,Opened,2,41,4,11,1,Neutral,0.88,Email
L1024,New,E1024,Call,2023-02-12 16:00:00,Opened,4,7,23,13,9,Negative,0.7,Wait
L1025,Qualified,E1025,Meeting,2023-02-12 17:00:00,Replied,6,87,8,5,8,Negative,0.42,Wait
L1026,Qualified,E1026,Meeting,2023-02-12 18:00:00,No-show,7,88,3,0,5,Positive,0.75,Wait
L1027,Qualified,E1027,Email,2023-02-12 19:00:00,No-show,12,69,3,1,1,Neutral,0.74,Call
L1028,Proposal,E1028,Email,2023-02-12 20:00:00,Replied,1,69,15,10,1,Negative,0.04,Close
L1029,New,E1029,Meeting,2023-02-12 21:00:00,Replied,6,81,23,2,2,Positive,0.68,Wait
L1030,New,E1030,Call,2023-02-12 22:00:00,No-show,13,30,16,9,0,Neutral,0.64,Call
L1031,Proposal,E1031,Email,2023-02-12 23:00:00,Replied,13,73,14,5,8,Positive,0.96,Call
L1032,New,E1032,Meeting,2023-02-13 00:00:00,No-show,0,6,3,5,9,Negative,0.97,Close
L1033,Qualified,E1033,Meeting,2023-02-13 01:00:00,No-show,6,89,5,19,3,Positive,0.38,Call
L1034,Qualified,E1034,Demo,2023-02-13 02:00:00,Opened,7,19,15,1,4,Positive,0.59,Email
L1035,Qualified,E1035,Call,2023-02-13 03:00:00,Opened,1,80,28,9,6,Neutral,0.14,Email
L1036,New,E1036,Demo,2023-02-13 04:00:00,No-show,8,85,3,5,0,Negative,0.07,Email
L1037,Qualified,E1037,Call,2023-02-13 05:00:00,No-show,0,66,5,16,2,Neutral,0.43,Close
L1038,Proposal,E1038,Email,2023-02-13 06:00:00,No-show,12,10,4,13,2,Neutral,0.69,Call
L1039,Proposal,E1039,Call,2023-02-13 07:00:00,No-show,5,16,15,4,1,Positive,0.57,Email
L1040,New,E1040,Meeting,2023-02-13 08:00:00,No-show,0,37,29,16,7,Negative,0.43,Wait
L1041,Proposal,E1041,Meeting,2023-02-13 09:00:00,No-show,2,79,24,1,4,Neutral,0.82,Call
L1042,Proposal,E1042,Call,2023-02-13 10:00:00,Replied,10,77,15,8,0,Negative,0.79,Email
L1043,New,E1043,Call,2023-02-13 11:00:00,No-show,5,77,9,11,1,Neutral,0.73,Call
L1044,Qualified,E1044,Call,2023-02-13 12:00:00,Replied,2,32,8,18,0,Positive,0.08,Email
L1045,Qualified,E1045,Demo,2023-02-13 13:00:00,Replied,7,109,3,6,5,Neutral,0.8,Wait
L1046,Qualified,E1046,Call,2023-02-13 14:00:00,No-show,4,47,28,8,8,Neutral,0.92,Call
L1047,New,E1047,Email,2023-02-13 15:00:00,No-show,1,110,13,15,6,Neutral,0.06,Email
L1048,Proposal,E1048,Demo,2023-02-13 16:00:00,Replied,3,72,3,19,4,Negative,0.4,Email
L1049,Qualified,E1049,Demo,2023-02-13 17:00:00,Replied,8,43,11,10,2,Positive,0.99,Wait
L1050,Qualified,E1050,Call,2023-02-13 18:00:00,No-show,3,82,23,11,7,Negative,0.6,Wait
L1051,New,E1051,Email,2023-02-13 19:00:00,No-show,9,36,9,14,9,Neutral,0.51,Email
L1052,Qualified,E1052,Demo,2023-02-13 20:00:00,Replied,9,26,3,17,3,Positive,0.18,Email
L1053,New,E1053,Meeting,2023-02-13 21:00:00,Replied,7,10,17,18,8,Negative,0.57,Close
L1054,Proposal,E1054,Demo,2023-02-13 22:00:00,Replied,4,31,12,15,4,Neutral,0.44,Close
L1055,New,E1055,Call,2023-02-13 23:00:00,Opened,10,97,12,14,5,Positive,0.13,Call
L1056,New,E1056,Email,2023-02-14 00:00:00,Replied,10,29,13,4,4,Positive,0.46,Call
L1057,New,E1057,Call,2023-02-14 01:00:00,Opened,9,5,17,10,9,Neutral,0.16,Close
L1058,New,E1058,Meeting,2023-02-14 02:00:00,No-show,12,77,0,14,6,Positive,0.73,Email
L1059,Proposal,E1059,Meeting,2023-02-14 03:00:00,No-show,12,1,20,17,6,Positive,0.97,Wait
L1060,Proposal,E1060,Meeting,2023-02-14 04:00:00,Replied,13,87,15,12,0,Negative,0.47,Call
L1061,Qualified,E1061,Call,2023-02-14 05:00:00,No-show,14,104,14,3,1,Positive,0.63,Email
L1062,Proposal,E1062,Demo,2023-02-14 06:00:00,No-show,0,3,21,16,6,Negative,0.43,Wait
L1063,Proposal,E1063,Call,2023-02-14 07:00:00,No-show,6,67,24,3,7,Negative,0.14,Wait
L1064,Qualified,E1064,Email,2023-02-14 08:00:00,No-show,2,71,4,15,3,Negative,0.97,Email
L1065,Proposal,E1065,Demo,2023-02-14 09:00:00,Opened,9,100,28,14,5,Negative,0.13,Email
L1066,New,E1066,Meeting,2023-02-14 10:00:00,Opened,7,35,5,13,9,Positive,0.11,Call
L1067,New,E1067,Call,2023-02-14 11:00:00,Replied,13,15,5,11,2,Positive,0.46,Close
L1068,Qualified,E1068,Meeting,2023-02-14 12:00:00,Replied,11,104,2,2,6,Negative,0.66,Email
L1069,Qualified,E1069,Meeting,2023-02-14 13:00:00,Replied,2,67,15,9,2,Positive,0.35,Close
L1070,Qualified,E1070,Email,2023-02-14 14:00:00,No-show,0,93,11,7,6,Negative,0.19,Call
L1071,New,E1071,Demo,2023-02-14 15:00:00,No-show,4,30,3,5,7,Negative,0.82,Close
L1072,Proposal,E1072,Email,2023-02-14 16:00:00,Opened,1,103,0,13,2,Negative,0.36,Close
L1073,New,E1073,Email,2023-02-14 17:00:00,Opened,10,82,3,16,1,Neutral,0.19,Wait
L1074,Qualified,E1074,Email,2023-02-14 18:00:00,Replied,3,75,0,18,5,Positive,0.37,Call
L1075,Proposal,E1075,Meeting,2023-02-14 19:00:00,Opened,0,43,20,15,3,Positive,0.21,Email
L1076,Proposal,E1076,Email,2023-02-14 20:00:00,Opened,8,113,26,14,7,Negative,0.52,Close
L1077,New,E1077,Email,2023-02-14 21:00:00,Opened,5,60,26,14,1,Positive,0.67,Call
L1078,Qualified,E1078,Demo,2023-02-14 22:00:00,Opened,7,102,7,0,3,Negative,0.8,Wait
L1079,New,E1079,Demo,2023-02-14 23:00:00,Opened,10,40,23,11,1,Positive,0.23,Wait
L1080,Proposal,E1080,Email,2023-02-15 00:00:00,Replied,3,65,4,9,1,Negative,0.17,Close
L1081,New,E1081,Demo,2023-02-15 01:00:00,Replied,8,29,29,13,1,Negative,0.02,Close
L1082,New,E1082,Demo,2023-02-15 02:00:00,Opened,1,74,25,9,0,Neutral,0.23,Email
L1083,Qualified,E1083,Email,2023-02-15 03:00:00,Replied,8,92,1,9,3,Negative,0.02,Call
L1084,Qualified,E1084,Meeting,2023-02-15 04:00:00,No-show,11,95,11,19,1,Neutral,0.35,Email
L1085,Proposal,E1085,Email,2023-02-15 05:00:00,Opened,4,19,21,10,8,Positive,0.15,Email
L1086,New,E1086,Demo,2023-02-15 06:00:00,No-show,12,3,16,15,8,Positive,0.58,Wait
L1087,New,E1087,Meeting,2023-02-15 07:00:00,Replied,5,36,6,8,6,Neutral,0.38,Call
L1088,New,E1088,Call,2023-02-15 08:00:00,Replied,2,43,10,14,5,Positive,0.09,Email
L1089,Proposal,E1089,Meeting,2023-02-15 09:00:00,No-show,3,15,3,13,2,Neutral,0.4,Wait
L1090,Proposal,E1090,Demo,2023-02-15 10:00:00,Replied,5,97,4,18,6,Positive,0.21,Close
L1091,Qualified,E1091,Meeting,2023-02-15 11:00:00,Opened,6,41,5,8,0,Neutral,0.68,Email
L1092,Qualified,E1092,Email,2023-02-15 12:00:00,No-show,0,107,10,3,8,Neutral,0.36,Close
L1093,Qualified,E1093,Call,2023-02-15 13:00:00,Opened,6,115,0,6,3,Negative,0.15,Call
L1094,New,E1094,Call,2023-02-15 14:00:00,No-show,0,109,24,7,5,Positive,0.35,Email
L1095,New,E1095,Call,2023-02-15 15:00:00,Replied,4,90,9,7,5,Negative,0.22,Close
L1096,Qualified,E1096,Demo,2023-02-15 16:00:00,No-show,5,80,19,18,2,Neutral,0.8,Close
L1097,New,E1097,Demo,2023-02-15 17:00:00,No-show,12,36,23,14,3,Negative,0.98,Call
L1098,Qualified,E1098,Call,2023-02-15 18:00:00,Opened,1,97,20,15,9,Neutral,0.03,Wait
L1099,Proposal,E1099,Meeting,2023-02-15 19:00:00,Replied,14,84,10,8,2,Positive,0.69,Wait
L1100,Qualified,E1100,Call,2023-02-15 20:00:00,Opened,14,77,23,11,5,Positive,0.26,Email
L1101,Proposal,E1101,Meeting,2023-02-15 21:00:00,Replied,12,33,16,15,0,Positive,0.07,Close
L1102,New,E1102,Meeting,2023-02-15 22:00:00,Opened,9,5,7,3,7,Neutral,0.01,Wait
L1103,Qualified,E1103,Demo,2023-02-15 23:00:00,No-show,8,101,26,4,7,Negative,0.88,Email
L1104,New,E1104,Meeting,2023-02-16 00:00:00,Opened,13,78,12,7,8,Positive,0.35,Close
L1105,Proposal,E1105,Call,2023-02-16 01:00:00,Replied,9,91,26,0,5,Neutral,0.99,Email
L1106,Proposal,E1106,Demo,2023-02-16 02:00:00,Replied,5,87,19,5,0,Negative,0.44,Call
L1107,Proposal,E1107,Email,2023-02-16 03:00:00,No-show,6,14,17,14,2,Neutral,0.19,Email
L1108,New,E1108,Email,2023-02-16 04:00:00,Replied,13,104,26,3,0,Neutral,0.78,Call
L1109,New,E1109,Demo,2023-02-16 05:00:00,Opened,14,68,21,10,4,Positive,0.93,Close
L1110,New,E1110,Call,2023-02-16 06:00:00,No-show,9,103,15,4,2,Neutral,0.82,Close
L1111,New,E1111,Email,2023-02-16 07:00:00,Replied,14,116,1,17,1,Neutral,0.75,Close
L1112,Proposal,E1112,Email,2023-02-16 08:00:00,Replied,7,83,4,14,2,Negative,0.33,Email
L1113,Proposal,E1113,Meeting,2023-02-16 09:00:00,Opened,10,47,17,17,8,Positive,0.06,Close
L1114,Qualified,E1114,Meeting,2023-02-16 10:00:00,Opened,14,54,2,19,7,Neutral,0.2,Close
L1115,Qualified,E1115,Call,2023-02-16 11:00:00,No-show,12,4,26,12,2,Neutral,0.45,Call
L1116,New,E1116,Demo,2023-02-16 12:00:00,Replied,9,94,21,4,1,Negative,0.96,Close
L1117,Proposal,E1117,Call,2023-02-16 13:00:00,Opened,0,83,16,0,4,Neutral,0.72,Close
L1118,Proposal,E1118,Demo,2023-02-16 14:00:00,No-show,13,95,15,17,0,Neutral,0.83,Close
L1119,Proposal,E1119,Email,2023-02-16 15:00:00,Replied,7,95,5,13,3,Neutral,0.28,Wait
L1120,Qualified,E1120,Meeting,2023-02-16 16:00:00,Replied,3,9,18,4,7,Neutral,0.68,Close
L1121,Qualified,E1121,Call,2023-02-16 17:00:00,No-show,9,53,6,5,0,Neutral,0.86,Email
L1122,Proposal,E1122,Call,2023-02-16 18:00:00,No-show,7,77,17,15,4,Negative,0.48,Call
L1123,Proposal,E1123,Demo,2023-02-16 19:00:00,Opened,12,78,13,11,3,Neutral,0.43,Close
L1124,Proposal,E1124,Demo,2023-02-16 20:00:00,Replied,14,119,5,19,5,Neutral,0.72,Email
L1125,Qualified,E1125,Call,2023-02-16 21:00:00,Replied,5,60,7,17,6,Neutral,0.56,Call
L1126,Proposal,E1126,Demo,2023-02-16 22:00:00,Replied,10,46,14,1,8,Neutral,0.99,Call
L1127,Proposal,E1127,Call,2023-02-16 23:00:00,No-show,8,54,14,12,0,Positive,0.43,Email
L1128,New,E1128,Call,2023-02-17 00:00:00,Opened,10,74,14,16,9,Positive,0.18,Email
L1129,New,E1129,Call,2023-02-17 01:00:00,Replied,3,112,15,16,3,Positive,0.47,Wait
L1130,Qualified,E1130,Email,2023-02-17 02:00:00,No-show,1,95,0,15,5,Positive,0.24,Wait
L1131,Proposal,E1131,Demo,2023-02-17 03:00:00,Replied,13,37,10,17,9,Negative,0.56,Close
L1132,Proposal,E1132,Meeting,2023-02-17 04:00:00,Opened,1,23,26,7,6,Positive,0.13,Wait
L1133,New,E1133,Meeting,2023-02-17 05:00:00,Replied,4,27,28,2,6,Negative,0.95,Email
L1134,Qualified,E1134,Demo,2023-02-17 06:00:00,Opened,9,70,24,16,7,Positive,0.86,Wait
L1135,New,E1135,Call,2023-02-17 07:00:00,Opened,8,90,4,17,9,Negative,0.16,Call
L1136,New,E1136,Meeting,2023-02-17 08:00:00,Replied,11,66,4,5,7,Positive,0.17,Email
L1137,New,E1137,Meeting,2023-02-17 09:00:00,Replied,2,109,28,7,7,Neutral,0.51,Close
L1138,New,E1138,Demo,2023-02-17 10:00:00,Opened,7,61,27,12,7,Positive,0.77,Call
L1139,Proposal,E1139,Meeting,2023-02-17 11:00:00,No-show,3,77,20,7,7,Positive,0.22,Call
L1140,Proposal,E1140,Call,2023-02-17 12:00:00,Opened,5,51,5,18,5,Positive,0.06,Call
L1141,New,E1141,Demo,2023-02-17 13:00:00,Replied,9,50,1,5,8,Neutral,0.55,Email
L1142,Qualified,E1142,Call,2023-02-17 14:00:00,Replied,5,19,5,14,2,Negative,0.69,Email
L1143,Qualified,E1143,Meeting,2023-02-17 15:00:00,No-show,2,1,13,9,5,Negative,0.24,Close
L1144,Qualified,E1144,Meeting,2023-02-17 16:00:00,Opened,13,40,10,16,4,Neutral,0.74,Wait
L1145,Qualified,E1145,Call,2023-02-17 17:00:00,Opened,4,32,3,0,7,Positive,0.95,Wait
L1146,New,E1146,Email,2023-02-17 18:00:00,Opened,11,22,23,6,3,Positive,0.14,Wait
L1147,Proposal,E1147,Meeting,2023-02-17 19:00:00,Replied,2,112,28,12,3,Positive,0.51,Wait
L1148,Qualified,E1148,Email,2023-02-17 20:00:00,Opened,10,93,26,2,9,Negative,0.06,Call
L1149,New,E1149,Meeting,2023-02-17 21:00:00,No-show,14,66,24,18,9,Negative,0.21,Email
L1150,Qualified,E1150,Email,2023-02-17 22:00:00,Replied,10,40,8,14,4,Neutral,0.09,Wait
L1151,Qualified,E1151,Email,2023-02-17 23:00:00,Replied,14,38,23,4,5,Neutral,0.4,Call
L1152,New,E1152,Email,2023-02-18 00:00:00,Opened,0,48,2,10,3,Negative,0.82,Email
L1153,Proposal,E1153,Call,2023-02-18 01:00:00,No-show,6,55,25,17,1,Positive,0.58,Email
L1154,Proposal,E1154,Email,2023-02-18 02:00:00,Replied,3,75,15,2,1,Positive,0.22,Email
L1155,New,E1155,Email,2023-02-18 03:00:00,Replied,13,81,10,5,2,Positive,0.04,Call
L1156,Proposal,E1156,Email,2023-02-18 04:00:00,Opened,6,55,26,2,1,Positive,0.55,Wait
L1157,New,E1157,Meeting,2023-02-18 05:00:00,Opened,2,51,3,4,0,Neutral,0.13,Email
L1158,New,E1158,Email,2023-02-18 06:00:00,No-show,11,107,0,8,7,Neutral,0.34,Call
L1159,New,E1159,Meeting,2023-02-18 07:00:00,Opened,14,60,24,18,4,Negative,0.51,Email
L1160,Proposal,E1160,Email,2023-02-18 08:00:00,No-show,14,8,20,12,9,Neutral,0.9,Close
L1161,New,E1161,Email,2023-02-18 09:00:00,Replied,10,86,21,5,0,Positive,0.08,Close
L1162,Qualified,E1162,Call,2023-02-18 10:00:00,No-show,4,68,15,10,8,Negative,0.67,Call
L1163,Proposal,E1163,Meeting,2023-02-18 11:00:00,No-show,4,75,18,13,7,Neutral,0.01,Wait
L1164,Proposal,E1164,Email,2023-02-18 12:00:00,No-show,14,72,15,5,3,Neutral,0.63,Wait
L1165,Proposal,E1165,Meeting,2023-02-18 13:00:00,Replied,12,9,10,5,7,Neutral,0.55,Email
L1166,Proposal,E1166,Meeting,2023-02-18 14:00:00,Opened,1,90,25,16,9,Neutral,0.81,Wait
L1167,Qualified,E1167,Demo,2023-02-18 15:00:00,Replied,10,2,7,10,6,Neutral,0.53,Wait
L1168,Proposal,E1168,Call,2023-02-18 16:00:00,Opened,9,80,22,14,6,Positive,0.35,Close
L1169,Proposal,E1169,Call,2023-02-18 17:00:00,No-show,11,95,0,8,0,Positive,0.24,Call
L1170,New,E1170,Call,2023-02-18 18:00:00,No-show,1,70,25,16,5,Positive,0.09,Close
L1171,Proposal,E1171,Demo,2023-02-18 19:00:00,No-show,3,117,27,6,3,Neutral,0.53,Call
L1172,Qualified,E1172,Demo,2023-02-18 20:00:00,No-show,14,85,20,6,9,Negative,0.89,Email
L1173,Qualified,E1173,Call,2023-02-18 21:00:00,No-show,3,90,25,0,9,Positive,0.51,Close
